Simulation,Strategy,Aggregate rank,Aggregate score,Top ranked
130,Streamline account and administrative navigation,7,0.14828626300243306,0
130,Trigger product-page assistance for long comparison sessions,8,0.0,0
131,Prioritize high-value landing-page optimization,1,1.0,1
131,Personalize journeys by visitor recency type,2,0.7393380108338401,0
131,Schedule seasonal merchandising and promotion windows,3,0.6993351600642651,0
131,Personalize product discovery depth and recommendations,4,0.5299345330816978,0
131,Trigger product-page assistance for long comparison sessions,5,0.4071658906957312,0
131,Reduce exit friction in product and checkout journeys,6,0.4066062136352082,0
131,Improve first-screen relevance and loading quality,7,0.1695205952548251,0
131,Streamline account and administrative navigation,8,0.0,0
132,Prioritize high-value landing-page optimization,1,1.0,1
132,Schedule seasonal merchandising and promotion windows,2,0.6410664788428605,0
132,Personalize journeys by visitor recency type,3,0.4444477822422585,0
132,Personalize product discovery depth and recommendations,4,0.3222249353231746,0
132,Reduce exit friction in product and checkout journeys,5,0.2855685373249183,0
132,Trigger product-page assistance for long comparison sessions,6,0.26891716575681773,0
132,Improve first-screen relevance and loading quality,7,0.08176985014837052,0
132,Streamline account and administrative navigation,8,0.0,0
133,Prioritize high-value landing-page optimization,1,1.0,1
133,Schedule seasonal merchandising and promotion windows,2,0.7821738929291561,0
133,Personalize journeys by visitor recency type,3,0.321147338158396,0
133,Reduce exit friction in product and checkout journeys,4,0.2577026298880039,0
133,Improve first-screen relevance and loading quality,5,0.21616372520269553,0
133,Streamline account and administrative navigation,6,0.13992048732047072,0
133,Personalize product discovery depth and recommendations,7,0.09378350750430457,0
133,Trigger product-page assistance for long comparison sessions,8,0.0,0
134,Prioritize high-value landing-page optimization,1,1.0,1
134,Schedule seasonal merchandising and promotion windows,2,0.6564583886328981,0
134,Personalize journeys by visitor recency type,3,0.3714144591338706,0
134,Reduce exit friction in product and checkout journeys,4,0.29022158628596867,0
134,Personalize product discovery depth and recommendations,5,0.20145043920889147,0
134,Improve first-screen relevance and loading quality,6,0.1310306258566424,0
134,Trigger product-page assistance for long comparison sessions,7,0.07037588745914618,0
134,Streamline account and administrative navigation,8,0.004979350589171049,0
135,Prioritize high-value landing-page optimization,1,1.0,1
135,Schedule seasonal merchandising and promotion windows,2,0.8064412324581611,0
135,Personalize journeys by visitor recency type,3,0.40055613985707916,0
135,Reduce exit friction in product and checkout journeys,4,0.393821381516853,0
135,Improve first-screen relevance and loading quality,5,0.2811745508053138,0
135,Personalize product discovery depth and recommendations,6,0.1658848272259682,0
135,Streamline account and administrative navigation,7,0.13035746436493767,0
135,Trigger product-page assistance for long comparison sessions,8,0.0,0
136,Prioritize high-value landing-page optimization,1,1.0,1
136,Schedule seasonal merchandising and promotion windows,2,0.7649775662375671,0
136,Reduce exit friction in product and checkout journeys,3,0.2752231437791088,0
136,Personalize journeys by visitor recency type,4,0.2736697424455807,0
136,Improve first-screen relevance and loading quality,5,0.1993397102725296,0
136,Streamline account and administrative navigation,6,0.13129822719858805,0
136,Personalize product discovery depth and recommendations,7,0.0828051329223247,0
136,Trigger product-page assistance for long comparison sessions,8,0.0,0
137,Prioritize high-value landing-page optimization,1,1.0,1
137,Schedule seasonal merchandising and promotion windows,2,0.6439528536562625,0
137,Personalize journeys by visitor recency type,3,0.5210973425730563,0
137,Personalize product discovery depth and recommendations,4,0.365950161828001,0
137,Reduce exit friction in product and checkout journeys,5,0.3246995289244678,0
137,Trigger product-page assistance for long comparison sessions,6,0.2632331738019302,0
137,Improve first-screen relevance and loading quality,7,0.12296909947717173,0
137,Streamline account and administrative navigation,8,0.0,0
138,Prioritize high-value landing-page optimization,1,1.0,1
138,Schedule seasonal merchandising and promotion windows,2,0.6368592901160627,0
138,Personalize journeys by visitor recency type,3,0.29922659518694794,0
138,Reduce exit friction in product and checkout journeys,4,0.22477180856853773,0
138,Personalize product discovery depth and recommendations,5,0.19826080494655518,0
138,Trigger product-page assistance for long comparison sessions,6,0.17334406944913347,0
138,Improve first-screen relevance and loading quality,7,0.042973963297820994,0
138,Streamline account and administrative navigation,8,0.0,0
139,Prioritize high-value landing-page optimization,1,1.0,1
139,Schedule seasonal merchandising and promotion windows,2,0.6390050825504383,0
139,Reduce exit friction in product and checkout journeys,3,0.2173445447382588,0
139,Personalize journeys by visitor recency type,4,0.20180088494693757,0
139,Personalize product discovery depth and recommendations,5,0.10709641221364145,0
139,Trigger product-page assistance for long comparison sessions,6,0.07268118561012808,0
139,Improve first-screen relevance and loading quality,7,0.04128143961638109,0
139,Streamline account and administrative navigation,8,0.0,0
140,Prioritize high-value landing-page optimization,1,1.0,1
140,Schedule seasonal merchandising and promotion windows,2,0.7650742757345417,0
140,Personalize journeys by visitor recency type,3,0.40381436610798865,0
140,Reduce exit friction in product and checkout journeys,4,0.2719667396242769,0
140,Improve first-screen relevance and loading quality,5,0.17563541855165687,0
140,Personalize product discovery depth and recommendations,6,0.15607272358403868,0
140,Streamline account and administrative navigation,7,0.04735355121495725,0
140,Trigger product-page assistance for long comparison sessions,8,0.02293364324615124,0
141,Prioritize high-value landing-page optimization,1,1.0,1
141,Schedule seasonal merchandising and promotion windows,2,0.7507014059013177,0
141,Personalize journeys by visitor recency type,3,0.5372144937859137,0
141,Personalize product discovery depth and recommendations,4,0.29973611082146134,0
141,Reduce exit friction in product and checkout journeys,5,0.25433230601612417,0
141,Trigger product-page assistance for long comparison sessions,6,0.2157798767800195,0
141,Improve first-screen relevance and loading quality,7,0.11082629391716048,0
141,Streamline account and administrative navigation,8,0.0,0
142,Prioritize high-value landing-page optimization,1,1.0,1
142,Schedule seasonal merchandising and promotion windows,2,0.7410605505078524,0
142,Personalize journeys by visitor recency type,3,0.34008422413028594,0
142,Reduce exit friction in product and checkout journeys,4,0.2071470998982314,0
142,Personalize product discovery depth and recommendations,5,0.12056432683390057,0
142,Improve first-screen relevance and loading quality,6,0.08917470624314063,0
142,Trigger product-page assistance for long comparison sessions,7,0.04000920490715414,0
142,Streamline account and administrative navigation,8,0.0,0
143,Prioritize high-value landing-page optimization,1,1.0,1
143,Schedule seasonal merchandising and promotion windows,2,0.6836002008047802,0
143,Personalize journeys by visitor recency type,3,0.3779358979805599,0
143,Reduce exit friction in product and checkout journeys,4,0.3740815012408498,0
143,Improve first-screen relevance and loading quality,5,0.31233966526631496,0
143,Personalize product discovery depth and recommendations,6,0.19177830299703436,0
143,Streamline account and administrative navigation,7,0.1753949956827433,0
143,Trigger product-page assistance for long comparison sessions,8,0.0,0
144,Prioritize high-value landing-page optimization,1,1.0,1
144,Schedule seasonal merchandising and promotion windows,2,0.6017025442851022,0
144,Reduce exit friction in product and checkout journeys,3,0.19833746838424657,0
144,Personalize journeys by visitor recency type,4,0.13473208950434998,0
144,Personalize product discovery depth and recommendations,5,0.07443291850331284,0
144,Trigger product-page assistance for long comparison sessions,6,0.05391837666931948,0
144,Improve first-screen relevance and loading quality,7,0.020084017715504353,0
144,Streamline account and administrative navigation,8,7.308788695128398e-05,0
145,Prioritize high-value landing-page optimization,1,1.0,1
145,Schedule seasonal merchandising and promotion windows,2,0.7454821724803269,0
145,Personalize journeys by visitor recency type,3,0.34353526154293573,0
145,Reduce exit friction in product and checkout journeys,4,0.2776564217222934,0
145,Improve first-screen relevance and loading quality,5,0.19708227247804389,0
145,Personalize product discovery depth and recommendations,6,0.1268223588837847,0
145,Streamline account and administrative navigation,7,0.08812168218027105,0
145,Trigger product-page assistance for long comparison sessions,8,0.0013515684935442444,0
146,Prioritize high-value landing-page optimization,1,1.0,1
146,Schedule seasonal merchandising and promotion windows,2,0.6565530896260239,0
146,Reduce exit friction in product and checkout journeys,3,0.30503243852713646,0
146,Personalize journeys by visitor recency type,4,0.2822375972851944,0
146,Improve first-screen relevance and loading quality,5,0.23906722938339323,0
146,Streamline account and administrative navigation,6,0.14799523302548223,0
146,Personalize product discovery depth and recommendations,7,0.139116013190784,0
146,Trigger product-page assistance for long comparison sessions,8,0.0,0
147,Prioritize high-value landing-page optimization,1,1.0,1
147,Schedule seasonal merchandising and promotion windows,2,0.7571417827855297,0
147,Personalize journeys by visitor recency type,3,0.3146624648639487,0
147,Reduce exit friction in product and checkout journeys,4,0.29707312280418713,0
147,Improve first-screen relevance and loading quality,5,0.1588788402406683,0
147,Personalize product discovery depth and recommendations,6,0.1092975484582942,0
147,Streamline account and administrative navigation,7,0.04024543544713507,0
147,Trigger product-page assistance for long comparison sessions,8,0.0005006734844291697,0
148,Prioritize high-value landing-page optimization,1,1.0,1
148,Schedule seasonal merchandising and promotion windows,2,0.757109018260036,0
148,Personalize journeys by visitor recency type,3,0.43789090247422946,0
148,Reduce exit friction in product and checkout journeys,4,0.3481926465226714,0
148,Personalize product discovery depth and recommendations,5,0.1986422906142995,0
148,Improve first-screen relevance and loading quality,6,0.19284147348242286,0
148,Trigger product-page assistance for long comparison sessions,7,0.038629358374169885,0
148,Streamline account and administrative navigation,8,0.019931996400330065,0
149,Prioritize high-value landing-page optimization,1,1.0,1
149,Schedule seasonal merchandising and promotion windows,2,0.6928662256483681,0
149,Reduce exit friction in product and checkout journeys,3,0.3077656422963317,0
149,Improve first-screen relevance and loading quality,4,0.2619487260648949,0
149,Personalize journeys by visitor recency type,5,0.2530202684990855,0
149,Streamline account and administrative navigation,6,0.1959892344438423,0
149,Personalize product discovery depth and recommendations,7,0.11446735651098779,0
149,Trigger product-page assistance for long comparison sessions,8,0.0,0
150,Prioritize high-value landing-page optimization,1,0.970153539508651,1
150,Schedule seasonal merchandising and promotion windows,2,0.828140011147196,0
150,Personalize journeys by visitor recency type,3,0.37688581148540606,0
150,Reduce exit friction in product and checkout journeys,4,0.2193506069038111,0
150,Improve first-screen relevance and loading quality,5,0.1826228048587882,0
150,Streamline account and administrative navigation,6,0.09126404147752065,0
150,Personalize product discovery depth and recommendations,7,0.08481542487182825,0
150,Trigger product-page assistance for long comparison sessions,8,0.0,0
151,Prioritize high-value landing-page optimization,1,1.0,1
151,Schedule seasonal merchandising and promotion windows,2,0.7644733674014695,0
151,Personalize journeys by visitor recency type,3,0.38984398945262394,0
151,Reduce exit friction in product and checkout journeys,4,0.23333967303174927,0
151,Personalize product discovery depth and recommendations,5,0.1469106534824348,0
151,Improve first-screen relevance and loading quality,6,0.11488012414257819,0
151,Trigger product-page assistance for long comparison sessions,7,0.04546443807473119,0
151,Streamline account and administrative navigation,8,0.0017239659521652015,0
152,Prioritize high-value landing-page optimization,1,1.0,1
152,Schedule seasonal merchandising and promotion windows,2,0.740549581855674,0
152,Personalize journeys by visitor recency type,3,0.41113231639249026,0
152,Reduce exit friction in product and checkout journeys,4,0.33297258469509233,0
152,Improve first-screen relevance and loading quality,5,0.19732821177516668,0
152,Personalize product discovery depth and recommendations,6,0.18140937525546255,0
152,Streamline account and administrative navigation,7,0.038805504189217827,0
152,Trigger product-page assistance for long comparison sessions,8,0.02121902444177542,0
153,Prioritize high-value landing-page optimization,1,0.9621129126802824,1
153,Schedule seasonal merchandising and promotion windows,2,0.9020762461436945,0
153,Personalize journeys by visitor recency type,3,0.7214085724872709,0
153,Personalize product discovery depth and recommendations,4,0.32195059967294715,0
153,Reduce exit friction in product and checkout journeys,5,0.23788877844151204,0
153,Trigger product-page assistance for long comparison sessions,6,0.1945970361458179,0
153,Improve first-screen relevance and loading quality,7,0.16484814510967336,0
153,Streamline account and administrative navigation,8,0.0,0
154,Prioritize high-value landing-page optimization,1,1.0,1
154,Schedule seasonal merchandising and promotion windows,2,0.749597469759991,0
154,Personalize journeys by visitor recency type,3,0.44878051888718745,0
154,Reduce exit friction in product and checkout journeys,4,0.3389496660354052,0
154,Personalize product discovery depth and recommendations,5,0.20632547402955792,0
154,Improve first-screen relevance and loading quality,6,0.19629228559348091,0
154,Trigger product-page assistance for long comparison sessions,7,0.04096218670025712,0
154,Streamline account and administrative navigation,8,0.026901751496984063,0
155,Prioritize high-value landing-page optimization,1,1.0,1
155,Schedule seasonal merchandising and promotion windows,2,0.7505599044911383,0
155,Personalize journeys by visitor recency type,3,0.5542961028082012,0
155,Reduce exit friction in product and checkout journeys,4,0.37289697786308446,0
155,Personalize product discovery depth and recommendations,5,0.2899102399669352,0
155,Improve first-screen relevance and loading quality,6,0.20819828751386882,0
155,Trigger product-page assistance for long comparison sessions,7,0.10033221927719642,0
155,Streamline account and administrative navigation,8,0.009946772127304226,0
156,Prioritize high-value landing-page optimization,1,1.0,1
156,Schedule seasonal merchandising and promotion windows,2,0.7372964130913781,0
156,Reduce exit friction in product and checkout journeys,3,0.31646799216025906,0
156,Personalize journeys by visitor recency type,4,0.28507356466698514,0
156,Improve first-screen relevance and loading quality,5,0.1725411950768929,0
156,Personalize product discovery depth and recommendations,6,0.10879141606687293,0
156,Streamline account and administrative navigation,7,0.06283110220994577,0
156,Trigger product-page assistance for long comparison sessions,8,0.0,0
157,Prioritize high-value landing-page optimization,1,1.0,1
157,Schedule seasonal merchandising and promotion windows,2,0.6932389541388805,0
157,Reduce exit friction in product and checkout journeys,3,0.23125630400184816,0
157,Personalize journeys by visitor recency type,4,0.21500849334618158,0
157,Improve first-screen relevance and loading quality,5,0.12415533373413647,0
157,Personalize product discovery depth and recommendations,6,0.06895753874411596,0
157,Streamline account and administrative navigation,7,0.0676846539044478,0
157,Trigger product-page assistance for long comparison sessions,8,0.0,0
158,Prioritize high-value landing-page optimization,1,1.0,1
158,Schedule seasonal merchandising and promotion windows,2,0.7680059303860016,0
158,Personalize journeys by visitor recency type,3,0.35191769433477454,0
158,Reduce exit friction in product and checkout journeys,4,0.3474123216763132,0
158,Improve first-screen relevance and loading quality,5,0.34187087396517407,0
158,Streamline account and administrative navigation,6,0.2508434402185293,0
158,Personalize product discovery depth and recommendations,7,0.14675814206679183,0
158,Trigger product-page assistance for long comparison sessions,8,0.0,0
159,Prioritize high-value landing-page optimization,1,1.0,1
159,Schedule seasonal merchandising and promotion windows,2,0.6950668644033412,0
159,Reduce exit friction in product and checkout journeys,3,0.26911891590728176,0
159,Personalize journeys by visitor recency type,4,0.23198985108859715,0
159,Improve first-screen relevance and loading quality,5,0.16084959547677158,0
159,Streamline account and administrative navigation,6,0.08993405058489017,0
159,Personalize product discovery depth and recommendations,7,0.08867970805191971,0
159,Trigger product-page assistance for long comparison sessions,8,0.0,0
160,Prioritize high-value landing-page optimization,1,1.0,1
160,Schedule seasonal merchandising and promotion windows,2,0.7275642644784218,0
160,Personalize journeys by visitor recency type,3,0.3657685319102537,0
160,Reduce exit friction in product and checkout journeys,4,0.2893634072044733,0
160,Personalize product discovery depth and recommendations,5,0.16636989631743704,0
160,Improve first-screen relevance and loading quality,6,0.12802272960968586,0
160,Trigger product-page assistance for long comparison sessions,7,0.056333174702225375,0
160,Streamline account and administrative navigation,8,0.0,0
161,Prioritize high-value landing-page optimization,1,1.0,1
161,Schedule seasonal merchandising and promotion windows,2,0.8341331180726916,0
161,Personalize journeys by visitor recency type,3,0.47922302355424273,0
161,Reduce exit friction in product and checkout journeys,4,0.3897415987577973,0
161,Improve first-screen relevance and loading quality,5,0.2376465734717077,0
161,Personalize product discovery depth and recommendations,6,0.18763353907871835,0
161,Streamline account and administrative navigation,7,0.034471484861807636,0
161,Trigger product-page assistance for long comparison sessions,8,0.006956576884288788,0
162,Prioritize high-value landing-page optimization,1,0.9994064911617936,1
162,Schedule seasonal merchandising and promotion windows,2,0.8087945707289265,0
162,Personalize journeys by visitor recency type,3,0.34123122055654637,0
162,Reduce exit friction in product and checkout journeys,4,0.24982077426005755,0
162,Improve first-screen relevance and loading quality,5,0.18428510560063857,0
162,Streamline account and administrative navigation,6,0.09486583979750103,0
162,Personalize product discovery depth and recommendations,7,0.08893136145713937,0
162,Trigger product-page assistance for long comparison sessions,8,0.0,0
163,Prioritize high-value landing-page optimization,1,1.0,1
163,Schedule seasonal merchandising and promotion windows,2,0.621909925106329,0
163,Reduce exit friction in product and checkout journeys,3,0.22149348272989933,0
163,Personalize journeys by visitor recency type,4,0.13209472916590678,0
163,Improve first-screen relevance and loading quality,5,0.057422268157569116,0
163,Personalize product discovery depth and recommendations,6,0.05338029845880329,0
163,Streamline account and administrative navigation,7,0.01736335258673948,0
163,Trigger product-page assistance for long comparison sessions,8,0.004921652255957274,0
164,Prioritize high-value landing-page optimization,1,1.0,1
164,Schedule seasonal merchandising and promotion windows,2,0.7081579057379512,0
164,Personalize journeys by visitor recency type,3,0.2862300407671553,0
164,Reduce exit friction in product and checkout journeys,4,0.2826811380036718,0
164,Personalize product discovery depth and recommendations,5,0.1206968481783391,0
164,Improve first-screen relevance and loading quality,6,0.10924912559929689,0
164,Trigger product-page assistance for long comparison sessions,7,0.030866069758054712,0
164,Streamline account and administrative navigation,8,0.0,0
165,Prioritize high-value landing-page optimization,1,1.0,1
165,Schedule seasonal merchandising and promotion windows,2,0.600562295822901,0
165,Personalize journeys by visitor recency type,3,0.27221921090340334,0
165,Reduce exit friction in product and checkout journeys,4,0.2360077595114621,0
165,Personalize product discovery depth and recommendations,5,0.1927345778672838,0
165,Trigger product-page assistance for long comparison sessions,6,0.15090417180324836,0
165,Improve first-screen relevance and loading quality,7,0.0480012143443283,0
165,Streamline account and administrative navigation,8,0.0,0
166,Prioritize high-value landing-page optimization,1,1.0,1
166,Schedule seasonal merchandising and promotion windows,2,0.7560002719114682,0
166,Personalize journeys by visitor recency type,3,0.3141716965164349,0
166,Reduce exit friction in product and checkout journeys,4,0.29648001274530816,0
166,Improve first-screen relevance and loading quality,5,0.16141678568786266,0
166,Personalize product discovery depth and recommendations,6,0.10921974436933113,0
166,Streamline account and administrative navigation,7,0.044806099764834635,0
166,Trigger product-page assistance for long comparison sessions,8,0.001104294415466471,0
167,Prioritize high-value landing-page optimization,1,1.0,1
167,Schedule seasonal merchandising and promotion windows,2,0.6344579310292299,0
167,Reduce exit friction in product and checkout journeys,3,0.23572406259805156,0
167,Personalize journeys by visitor recency type,4,0.23014726455858403,0
167,Personalize product discovery depth and recommendations,5,0.13692028522723385,0
167,Trigger product-page assistance for long comparison sessions,6,0.09428282885850096,0
167,Improve first-screen relevance and loading quality,7,0.05240377127961632,0
167,Streamline account and administrative navigation,8,0.0,0
168,Prioritize high-value landing-page optimization,1,1.0,1
168,Schedule seasonal merchandising and promotion windows,2,0.7636410475623657,0
168,Personalize journeys by visitor recency type,3,0.27077460709757534,0
168,Reduce exit friction in product and checkout journeys,4,0.2347213970236318,0
168,Improve first-screen relevance and loading quality,5,0.13691565247816026,0
168,Personalize product discovery depth and recommendations,6,0.06710551012340892,0
168,Streamline account and administrative navigation,7,0.06698721977729329,0
168,Trigger product-page assistance for long comparison sessions,8,0.0,0
169,Prioritize high-value landing-page optimization,1,1.0,1
169,Schedule seasonal merchandising and promotion windows,2,0.6324378533969165,0
169,Reduce exit friction in product and checkout journeys,3,0.273322824706367,0
169,Improve first-screen relevance and loading quality,4,0.17677792936420933,0
169,Personalize journeys by visitor recency type,5,0.15658938239498474,0
169,Streamline account and administrative navigation,6,0.1362585887550304,0
169,Personalize product discovery depth and recommendations,7,0.07920667938559706,0
169,Trigger product-page assistance for long comparison sessions,8,0.0,0
170,Prioritize high-value landing-page optimization,1,1.0,1
170,Schedule seasonal merchandising and promotion windows,2,0.6418431707881628,0
170,Reduce exit friction in product and checkout journeys,3,0.25259092328070437,0
170,Personalize journeys by visitor recency type,4,0.17090184915571682,0
170,Improve first-screen relevance and loading quality,5,0.11218635683262769,0
170,Personalize product discovery depth and recommendations,6,0.0730356214283381,0
170,Streamline account and administrative navigation,7,0.05529468309792516,0
170,Trigger product-page assistance for long comparison sessions,8,0.0,0
171,Prioritize high-value landing-page optimization,1,1.0,1
171,Schedule seasonal merchandising and promotion windows,2,0.6929271311651538,0
171,Reduce exit friction in product and checkout journeys,3,0.2017301636344049,0
171,Personalize journeys by visitor recency type,4,0.1587058086115394,0
171,Improve first-screen relevance and loading quality,5,0.06609421185055427,0
171,Streamline account and administrative navigation,6,0.03240350535036682,0
171,Personalize product discovery depth and recommendations,7,0.029707017316288636,0
171,Trigger product-page assistance for long comparison sessions,8,0.0,0
172,Prioritize high-value landing-page optimization,1,1.0,1
172,Schedule seasonal merchandising and promotion windows,2,0.737598815981625,0
172,Personalize journeys by visitor recency type,3,0.5082892902174677,0
172,Personalize product discovery depth and recommendations,4,0.2695533307731028,0
172,Reduce exit friction in product and checkout journeys,5,0.23498832912749335,0
172,Trigger product-page assistance for long comparison sessions,6,0.17825146351239887,0
172,Improve first-screen relevance and loading quality,7,0.10735848975813185,0
172,Streamline account and administrative navigation,8,0.0,0
173,Prioritize high-value landing-page optimization,1,0.9749667419584925,1
173,Schedule seasonal merchandising and promotion windows,2,0.8580246759045749,0
173,Personalize journeys by visitor recency type,3,0.4538216500872192,0
173,Reduce exit friction in product and checkout journeys,4,0.3069203730572652,0
173,Improve first-screen relevance and loading quality,5,0.267453737592366,0
173,Personalize product discovery depth and recommendations,6,0.14072085152516461,0
173,Streamline account and administrative navigation,7,0.131635133269048,0
173,Trigger product-page assistance for long comparison sessions,8,0.0,0
174,Prioritize high-value landing-page optimization,1,1.0,1
174,Schedule seasonal merchandising and promotion windows,2,0.6493081203091661,0
174,Reduce exit friction in product and checkout journeys,3,0.2572137318606745,0
174,Personalize journeys by visitor recency type,4,0.17766266477851878,0
174,Improve first-screen relevance and loading quality,5,0.14322784176638662,0
174,Streamline account and administrative navigation,6,0.09185780419422113,0
174,Personalize product discovery depth and recommendations,7,0.07657657454930207,0
174,Trigger product-page assistance for long comparison sessions,8,0.0,0
175,Prioritize high-value landing-page optimization,1,1.0,1
175,Schedule seasonal merchandising and promotion windows,2,0.691832455550808,0
175,Reduce exit friction in product and checkout journeys,3,0.20137266120903297,0
175,Personalize journeys by visitor recency type,4,0.17051475401247376,0
175,Improve first-screen relevance and loading quality,5,0.06305254700512768,0
175,Personalize product discovery depth and recommendations,6,0.036514944346480886,0
175,Streamline account and administrative navigation,7,0.0227592172716329,0
175,Trigger product-page assistance for long comparison sessions,8,0.0011287149914588305,0
176,Prioritize high-value landing-page optimization,1,1.0,1
176,Schedule seasonal merchandising and promotion windows,2,0.7276291835501661,0
176,Personalize journeys by visitor recency type,3,0.3581875449187583,0
176,Reduce exit friction in product and checkout journeys,4,0.31894966625693183,0
176,Improve first-screen relevance and loading quality,5,0.3118127278238794,0
176,Streamline account and administrative navigation,6,0.21269238539906662,0
176,Personalize product discovery depth and recommendations,7,0.15480307209212582,0
176,Trigger product-page assistance for long comparison sessions,8,0.0,0
177,Prioritize high-value landing-page optimization,1,0.998844979078252,1
177,Schedule seasonal merchandising and promotion windows,2,0.8112714815774443,0
177,Personalize journeys by visitor recency type,3,0.33968016424285624,0
177,Reduce exit friction in product and checkout journeys,4,0.2813861500080894,0
177,Improve first-screen relevance and loading quality,5,0.23830826018995674,0
177,Streamline account and administrative navigation,6,0.15622971001815722,0
177,Personalize product discovery depth and recommendations,7,0.09793126238803322,0
177,Trigger product-page assistance for long comparison sessions,8,0.0,0
178,Prioritize high-value landing-page optimization,1,1.0,1
178,Schedule seasonal merchandising and promotion windows,2,0.7896241873120072,0
178,Personalize journeys by visitor recency type,3,0.4083390804113504,0
178,Reduce exit friction in product and checkout journeys,4,0.2317771314358477,0
178,Improve first-screen relevance and loading quality,5,0.1714745184351755,0
178,Personalize product discovery depth and recommendations,6,0.13806485240864774,0
178,Streamline account and administrative navigation,7,0.05912180574559441,0
178,Trigger product-page assistance for long comparison sessions,8,0.019521432786004708,0
179,Prioritize high-value landing-page optimization,1,1.0,1
179,Schedule seasonal merchandising and promotion windows,2,0.6603165188744583,0
179,Reduce exit friction in product and checkout journeys,3,0.22244850603495184,0
179,Personalize journeys by visitor recency type,4,0.15864117920725362,0
179,Improve first-screen relevance and loading quality,5,0.07906919402504765,0
179,Personalize product discovery depth and recommendations,6,0.05165463761363146,0
179,Streamline account and administrative navigation,7,0.03615017972008635,0
179,Trigger product-page assistance for long comparison sessions,8,0.00200899721684394,0
180,Prioritize high-value landing-page optimization,1,1.0,1
180,Schedule seasonal merchandising and promotion windows,2,0.7424897019886055,0
180,Personalize journeys by visitor recency type,3,0.37837429944015244,0
180,Reduce exit friction in product and checkout journeys,4,0.2487588018829109,0
180,Improve first-screen relevance and loading quality,5,0.18168973505614908,0
180,Personalize product discovery depth and recommendations,6,0.1437328422725954,0
180,Streamline account and administrative navigation,7,0.0716890830142323,0
180,Trigger product-page assistance for long comparison sessions,8,0.014975198336068517,0
181,Prioritize high-value landing-page optimization,1,1.0,1
181,Schedule seasonal merchandising and promotion windows,2,0.7679068712922487,0
181,Improve first-screen relevance and loading quality,3,0.487237222505519,0
181,Reduce exit friction in product and checkout journeys,4,0.4868448776378753,0
181,Personalize journeys by visitor recency type,5,0.44584007944074794,0
181,Streamline account and administrative navigation,6,0.3442071873119434,0
181,Personalize product discovery depth and recommendations,7,0.23440487826769862,0
181,Trigger product-page assistance for long comparison sessions,8,0.0,0
182,Prioritize high-value landing-page optimization,1,1.0,1
182,Schedule seasonal merchandising and promotion windows,2,0.6524589551152501,0
182,Personalize journeys by visitor recency type,3,0.524930976773802,0
182,Personalize product discovery depth and recommendations,4,0.36771643386658853,0
182,Trigger product-page assistance for long comparison sessions,5,0.2959788050711687,0
182,Reduce exit friction in product and checkout journeys,6,0.28888491681018036,0
182,Improve first-screen relevance and loading quality,7,0.09579471340601457,0
182,Streamline account and administrative navigation,8,0.0,0
183,Prioritize high-value landing-page optimization,1,1.0,1
183,Schedule seasonal merchandising and promotion windows,2,0.6671434528461623,0
183,Personalize journeys by visitor recency type,3,0.39026131719355367,0
183,Reduce exit friction in product and checkout journeys,4,0.24503672891586295,0
183,Personalize product discovery depth and recommendations,5,0.24485527070877036,0
183,Trigger product-page assistance for long comparison sessions,6,0.1911455339484296,0
183,Improve first-screen relevance and loading quality,7,0.07251570837464386,0
183,Streamline account and administrative navigation,8,0.0,0
184,Prioritize high-value landing-page optimization,1,1.0,1
184,Schedule seasonal merchandising and promotion windows,2,0.6162243636305146,0
184,Reduce exit friction in product and checkout journeys,3,0.19475808791874286,0
184,Personalize journeys by visitor recency type,4,0.10554425457728127,0
184,Personalize product discovery depth and recommendations,5,0.04663176970152108,0
184,Trigger product-page assistance for long comparison sessions,6,0.03592125878299859,0
184,Improve first-screen relevance and loading quality,7,0.014367436409417922,0
184,Streamline account and administrative navigation,8,0.0007185883992020893,0
185,Prioritize high-value landing-page optimization,1,1.0,1
185,Schedule seasonal merchandising and promotion windows,2,0.7121190554592696,0
185,Personalize journeys by visitor recency type,3,0.6040637191689165,0
185,Personalize product discovery depth and recommendations,4,0.3446400620558537,0
185,Reduce exit friction in product and checkout journeys,5,0.28427211176899414,0
185,Trigger product-page assistance for long comparison sessions,6,0.1982119658757251,0
185,Improve first-screen relevance and loading quality,7,0.14782540493087082,0
185,Streamline account and administrative navigation,8,0.0,0
186,Prioritize high-value landing-page optimization,1,1.0,1
186,Schedule seasonal merchandising and promotion windows,2,0.6306199746478175,0
186,Reduce exit friction in product and checkout journeys,3,0.21780554218264825,0
186,Personalize journeys by visitor recency type,4,0.17289804235124098,0
186,Personalize product discovery depth and recommendations,5,0.07199538965648895,0
186,Improve first-screen relevance and loading quality,6,0.06893741397266696,0
186,Streamline account and administrative navigation,7,0.019644793804911995,0
186,Trigger product-page assistance for long comparison sessions,8,0.010900902935989719,0
187,Prioritize high-value landing-page optimization,1,1.0,1
187,Schedule seasonal merchandising and promotion windows,2,0.7068563111964469,0
187,Personalize journeys by visitor recency type,3,0.35288020572187423,0
187,Reduce exit friction in product and checkout journeys,4,0.31219455210882735,0
187,Improve first-screen relevance and loading quality,5,0.16436438319150506,0
187,Personalize product discovery depth and recommendations,6,0.15976744144812113,0
187,Streamline account and administrative navigation,7,0.02797711519743166,0
187,Trigger product-page assistance for long comparison sessions,8,0.021598473372958445,0
