Simulation,Strategy,Aggregate rank,Aggregate score,Top ranked
176,Schedule seasonal merchandising and promotion windows,2,0.6534060671216357,0
176,Reduce exit friction in product and checkout journeys,3,0.2063635876879655,0
176,Personalize journeys by visitor recency type,4,0.16808162323668052,0
176,Personalize product discovery depth and recommendations,5,0.060231927363787206,0
176,Improve first-screen relevance and loading quality,6,0.0434462484518627,0
176,Trigger product-page assistance for long comparison sessions,7,0.019463550953011503,0
176,Streamline account and administrative navigation,8,0.0,0
177,Prioritize high-value landing-page optimization,1,1.0,1
177,Schedule seasonal merchandising and promotion windows,2,0.6571303162652731,0
177,Reduce exit friction in product and checkout journeys,3,0.2339187391240692,0
177,Personalize journeys by visitor recency type,4,0.1651798218594386,0
177,Improve first-screen relevance and loading quality,5,0.10528448394118424,0
177,Streamline account and administrative navigation,6,0.059709772714075605,0
177,Personalize product discovery depth and recommendations,7,0.05940771295209448,0
177,Trigger product-page assistance for long comparison sessions,8,0.0,0
178,Prioritize high-value landing-page optimization,1,1.0,1
178,Schedule seasonal merchandising and promotion windows,2,0.6770739791388264,0
178,Reduce exit friction in product and checkout journeys,3,0.22227649204043556,0
178,Personalize journeys by visitor recency type,4,0.18627438628351736,0
178,Improve first-screen relevance and loading quality,5,0.1060451469177394,0
178,Streamline account and administrative navigation,6,0.05930469527643991,0
178,Personalize product discovery depth and recommendations,7,0.058261421328873325,0
178,Trigger product-page assistance for long comparison sessions,8,0.0,0
179,Prioritize high-value landing-page optimization,1,1.0,1
179,Schedule seasonal merchandising and promotion windows,2,0.6820043850234153,0
179,Reduce exit friction in product and checkout journeys,3,0.23007740585190942,0
179,Personalize journeys by visitor recency type,4,0.17069508097507743,0
179,Improve first-screen relevance and loading quality,5,0.0977873579475642,0
179,Streamline account and administrative navigation,6,0.053281113607609266,0
179,Personalize product discovery depth and recommendations,7,0.049936535836977526,0
179,Trigger product-page assistance for long comparison sessions,8,0.0,0
180,Prioritize high-value landing-page optimization,1,1.0,1
180,Schedule seasonal merchandising and promotion windows,2,0.6987941744225167,0
180,Reduce exit friction in product and checkout journeys,3,0.228173475452375,0
180,Personalize journeys by visitor recency type,4,0.20266197286376775,0
180,Improve first-screen relevance and loading quality,5,0.10543697323488843,0
180,Personalize product discovery depth and recommendations,6,0.058595266414695375,0
180,Streamline account and administrative navigation,7,0.05115369170680154,0
180,Trigger product-page assistance for long comparison sessions,8,3.2230049825040064e-05,0
181,Prioritize high-value landing-page optimization,1,1.0,1
181,Schedule seasonal merchandising and promotion windows,2,0.7277189626774945,0
181,Reduce exit friction in product and checkout journeys,3,0.25072082483064323,0
181,Personalize journeys by visitor recency type,4,0.22676470796975737,0
181,Improve first-screen relevance and loading quality,5,0.13482906862451208,0
181,Streamline account and administrative navigation,6,0.07231213143457348,0
181,Personalize product discovery depth and recommendations,7,0.065148624392965,0
181,Trigger product-page assistance for long comparison sessions,8,0.0,0
182,Prioritize high-value landing-page optimization,1,1.0,1
182,Schedule seasonal merchandising and promotion windows,2,0.6702589886770092,0
182,Reduce exit friction in product and checkout journeys,3,0.2223934869900858,0
182,Personalize journeys by visitor recency type,4,0.19349856778326005,0
182,Improve first-screen relevance and loading quality,5,0.08312396756050557,0
182,Personalize product discovery depth and recommendations,6,0.06701809996305104,0
182,Streamline account and administrative navigation,7,0.029028854759787764,0
182,Trigger product-page assistance for long comparison sessions,8,0.0073852579171784375,0
183,Prioritize high-value landing-page optimization,1,1.0,1
183,Schedule seasonal merchandising and promotion windows,2,0.6717565451992575,0
183,Reduce exit friction in product and checkout journeys,3,0.22651671647422722,0
183,Personalize journeys by visitor recency type,4,0.16545436956063778,0
183,Improve first-screen relevance and loading quality,5,0.07437536435949137,0
183,Personalize product discovery depth and recommendations,6,0.05081242821820917,0
183,Streamline account and administrative navigation,7,0.025608917149395338,0
183,Trigger product-page assistance for long comparison sessions,8,0.002949638838821098,0
184,Prioritize high-value landing-page optimization,1,1.0,1
184,Schedule seasonal merchandising and promotion windows,2,0.6861490034442301,0
184,Reduce exit friction in product and checkout journeys,3,0.24429039241298547,0
184,Personalize journeys by visitor recency type,4,0.18800191457337848,0
184,Improve first-screen relevance and loading quality,5,0.1102342900747506,0
184,Personalize product discovery depth and recommendations,6,0.06107213361296545,0
184,Streamline account and administrative navigation,7,0.05463855730704964,0
184,Trigger product-page assistance for long comparison sessions,8,0.0,0
185,Prioritize high-value landing-page optimization,1,1.0,1
185,Schedule seasonal merchandising and promotion windows,2,0.6616353810843862,0
185,Reduce exit friction in product and checkout journeys,3,0.2283751815559719,0
185,Personalize journeys by visitor recency type,4,0.1521344599041459,0
185,Improve first-screen relevance and loading quality,5,0.08161717071696091,0
185,Personalize product discovery depth and recommendations,6,0.04836391985382287,0
185,Streamline account and administrative navigation,7,0.03894559332836102,0
185,Trigger product-page assistance for long comparison sessions,8,0.00026243221412900554,0
186,Prioritize high-value landing-page optimization,1,1.0,1
186,Schedule seasonal merchandising and promotion windows,2,0.7208932195780494,0
186,Personalize journeys by visitor recency type,3,0.2427775537496135,0
186,Reduce exit friction in product and checkout journeys,4,0.22252990405178505,0
186,Improve first-screen relevance and loading quality,5,0.10979365938753777,0
186,Personalize product discovery depth and recommendations,6,0.06946431684896091,0
186,Streamline account and administrative navigation,7,0.04571235217224349,0
186,Trigger product-page assistance for long comparison sessions,8,0.003385219741408166,0
187,Prioritize high-value landing-page optimization,1,1.0,1
187,Schedule seasonal merchandising and promotion windows,2,0.7070753616902098,0
187,Reduce exit friction in product and checkout journeys,3,0.22403201559626948,0
187,Personalize journeys by visitor recency type,4,0.20853396911635058,0
187,Improve first-screen relevance and loading quality,5,0.08760191436894986,0
187,Personalize product discovery depth and recommendations,6,0.05715203921335534,0
187,Streamline account and administrative navigation,7,0.028584073576661415,0
187,Trigger product-page assistance for long comparison sessions,8,0.0027696770525269363,0
188,Prioritize high-value landing-page optimization,1,1.0,1
188,Schedule seasonal merchandising and promotion windows,2,0.6604903405621263,0
188,Reduce exit friction in product and checkout journeys,3,0.2293626533188263,0
188,Personalize journeys by visitor recency type,4,0.20425511700756696,0
188,Improve first-screen relevance and loading quality,5,0.08183921811053763,0
188,Personalize product discovery depth and recommendations,6,0.07953054927945633,0
188,Streamline account and administrative navigation,7,0.019583121846833914,0
188,Trigger product-page assistance for long comparison sessions,8,0.01150714459991578,0
189,Prioritize high-value landing-page optimization,1,1.0,1
189,Schedule seasonal merchandising and promotion windows,2,0.6955522862149173,0
189,Reduce exit friction in product and checkout journeys,3,0.21649247133297655,0
189,Personalize journeys by visitor recency type,4,0.21177157846527037,0
189,Improve first-screen relevance and loading quality,5,0.07574776237357315,0
189,Personalize product discovery depth and recommendations,6,0.06391463775947104,0
189,Streamline account and administrative navigation,7,0.01664617083745596,0
189,Trigger product-page assistance for long comparison sessions,8,0.008393348122105404,0
190,Prioritize high-value landing-page optimization,1,1.0,1
190,Schedule seasonal merchandising and promotion windows,2,0.6908608779942975,0
190,Reduce exit friction in product and checkout journeys,3,0.22832017478368846,0
190,Personalize journeys by visitor recency type,4,0.203168094322386,0
190,Improve first-screen relevance and loading quality,5,0.09588489354765933,0
190,Personalize product discovery depth and recommendations,6,0.06374169221784907,0
190,Streamline account and administrative navigation,7,0.038662224642785036,0
190,Trigger product-page assistance for long comparison sessions,8,0.0039523463440815886,0
191,Prioritize high-value landing-page optimization,1,1.0,1
191,Schedule seasonal merchandising and promotion windows,2,0.6715692393848004,0
191,Reduce exit friction in product and checkout journeys,3,0.2168155730946921,0
191,Personalize journeys by visitor recency type,4,0.15937238502529913,0
191,Improve first-screen relevance and loading quality,5,0.07565368958413904,0
191,Personalize product discovery depth and recommendations,6,0.0449865549735157,0
191,Streamline account and administrative navigation,7,0.03502120349910877,0
191,Trigger product-page assistance for long comparison sessions,8,0.0015724588492837055,0
192,Prioritize high-value landing-page optimization,1,1.0,1
192,Schedule seasonal merchandising and promotion windows,2,0.7065895776804266,0
192,Reduce exit friction in product and checkout journeys,3,0.24089497734354723,0
192,Personalize journeys by visitor recency type,4,0.2006020030681821,0
192,Improve first-screen relevance and loading quality,5,0.1244790272190552,0
192,Streamline account and administrative navigation,6,0.07308799883854981,0
192,Personalize product discovery depth and recommendations,7,0.05818571413983225,0
192,Trigger product-page assistance for long comparison sessions,8,0.0,0
193,Prioritize high-value landing-page optimization,1,1.0,1
193,Schedule seasonal merchandising and promotion windows,2,0.6946877374541649,0
193,Reduce exit friction in product and checkout journeys,3,0.20466244761710553,0
193,Personalize journeys by visitor recency type,4,0.20100002878086454,0
193,Improve first-screen relevance and loading quality,5,0.07950618887561546,0
193,Personalize product discovery depth and recommendations,6,0.054251097188442975,0
193,Streamline account and administrative navigation,7,0.031067617031955073,0
193,Trigger product-page assistance for long comparison sessions,8,0.0052272500642194806,0
194,Prioritize high-value landing-page optimization,1,1.0,1
194,Schedule seasonal merchandising and promotion windows,2,0.6771883038150465,0
194,Reduce exit friction in product and checkout journeys,3,0.21751820450974688,0
194,Personalize journeys by visitor recency type,4,0.19686417365288755,0
194,Improve first-screen relevance and loading quality,5,0.08240739621112816,0
194,Personalize product discovery depth and recommendations,6,0.06446301106238451,0
194,Streamline account and administrative navigation,7,0.02962134273055932,0
194,Trigger product-page assistance for long comparison sessions,8,0.007325926179053918,0
195,Prioritize high-value landing-page optimization,1,1.0,1
195,Schedule seasonal merchandising and promotion windows,2,0.6802588802006012,0
195,Personalize journeys by visitor recency type,3,0.21825501314197418,0
195,Reduce exit friction in product and checkout journeys,4,0.2163406832841613,0
195,Personalize product discovery depth and recommendations,5,0.07684308636171841,0
195,Improve first-screen relevance and loading quality,6,0.06807884648940098,0
195,Trigger product-page assistance for long comparison sessions,7,0.01695487910607221,0
195,Streamline account and administrative navigation,8,0.006191883574380435,0
196,Prioritize high-value landing-page optimization,1,1.0,1
196,Schedule seasonal merchandising and promotion windows,2,0.6709498583303146,0
196,Reduce exit friction in product and checkout journeys,3,0.24070992828514703,0
196,Personalize journeys by visitor recency type,4,0.1557753232478549,0
196,Improve first-screen relevance and loading quality,5,0.09358606752934395,0
196,Personalize product discovery depth and recommendations,6,0.0496298046113322,0
196,Streamline account and administrative navigation,7,0.047948274923035515,0
196,Trigger product-page assistance for long comparison sessions,8,0.0,0
197,Prioritize high-value landing-page optimization,1,1.0,1
197,Schedule seasonal merchandising and promotion windows,2,0.6903973206384929,0
197,Reduce exit friction in product and checkout journeys,3,0.23089773403914796,0
197,Personalize journeys by visitor recency type,4,0.19096051513234683,0
197,Improve first-screen relevance and loading quality,5,0.1138142798096826,0
197,Streamline account and administrative navigation,6,0.06545706323319506,0
197,Personalize product discovery depth and recommendations,7,0.057408316749253376,0
197,Trigger product-page assistance for long comparison sessions,8,0.0,0
198,Prioritize high-value landing-page optimization,1,1.0,1
198,Schedule seasonal merchandising and promotion windows,2,0.6598066775711656,0
198,Reduce exit friction in product and checkout journeys,3,0.21726543743304375,0
198,Personalize journeys by visitor recency type,4,0.16438819198645138,0
198,Improve first-screen relevance and loading quality,5,0.07484495736058004,0
198,Personalize product discovery depth and recommendations,6,0.05401220403409713,0
198,Streamline account and administrative navigation,7,0.03140153141732827,0
198,Trigger product-page assistance for long comparison sessions,8,0.004598956489185783,0
199,Prioritize high-value landing-page optimization,1,1.0,1
199,Schedule seasonal merchandising and promotion windows,2,0.6521886830706193,0
199,Reduce exit friction in product and checkout journeys,3,0.20615782024057042,0
199,Personalize journeys by visitor recency type,4,0.16932726321907499,0
199,Personalize product discovery depth and recommendations,5,0.058845444384376326,0
199,Improve first-screen relevance and loading quality,6,0.05195759745256906,0
199,Trigger product-page assistance for long comparison sessions,7,0.012483543318389799,0
199,Streamline account and administrative navigation,8,0.007731838569189623,0
200,Prioritize high-value landing-page optimization,1,1.0,1
200,Schedule seasonal merchandising and promotion windows,2,0.6677033606269287,0
200,Reduce exit friction in product and checkout journeys,3,0.2068529825824691,0
200,Personalize journeys by visitor recency type,4,0.16073493404728484,0
200,Personalize product discovery depth and recommendations,5,0.04544857217086024,0
200,Improve first-screen relevance and loading quality,6,0.04506759247615983,0
200,Trigger product-page assistance for long comparison sessions,7,0.006931993758514422,0
200,Streamline account and administrative navigation,8,0.00048750364055257737,0
201,Prioritize high-value landing-page optimization,1,1.0,1
201,Schedule seasonal merchandising and promotion windows,2,0.6776316992623822,0
201,Reduce exit friction in product and checkout journeys,3,0.2298789812136144,0
201,Personalize journeys by visitor recency type,4,0.18538113273907117,0
201,Improve first-screen relevance and loading quality,5,0.09056097482568397,0
201,Personalize product discovery depth and recommendations,6,0.06027206037619776,0
201,Streamline account and administrative navigation,7,0.03769232616306999,0
201,Trigger product-page assistance for long comparison sessions,8,0.002962585938504552,0
202,Prioritize high-value landing-page optimization,1,1.0,1
202,Schedule seasonal merchandising and promotion windows,2,0.6773359067864266,0
202,Reduce exit friction in product and checkout journeys,3,0.20503873181053686,0
202,Personalize journeys by visitor recency type,4,0.16303514053976934,0
202,Improve first-screen relevance and loading quality,5,0.06520988509659785,0
202,Personalize product discovery depth and recommendations,6,0.0409399939647706,0
202,Streamline account and administrative navigation,7,0.026979463580207974,0
202,Trigger product-page assistance for long comparison sessions,8,0.0025563779890089016,0
203,Prioritize high-value landing-page optimization,1,1.0,1
203,Schedule seasonal merchandising and promotion windows,2,0.6954951735314322,0
203,Reduce exit friction in product and checkout journeys,3,0.2211665424907817,0
203,Personalize journeys by visitor recency type,4,0.19151471434879122,0
203,Improve first-screen relevance and loading quality,5,0.09839680204303748,0
203,Personalize product discovery depth and recommendations,6,0.05207976599557587,0
203,Streamline account and administrative navigation,7,0.05008247070466918,0
203,Trigger product-page assistance for long comparison sessions,8,0.0,0
204,Prioritize high-value landing-page optimization,1,1.0,1
204,Schedule seasonal merchandising and promotion windows,2,0.6783765093781037,0
204,Reduce exit friction in product and checkout journeys,3,0.23203784149310555,0
204,Personalize journeys by visitor recency type,4,0.1816580165427003,0
204,Improve first-screen relevance and loading quality,5,0.07915821908598593,0
204,Personalize product discovery depth and recommendations,6,0.058204374747725766,0
204,Streamline account and administrative navigation,7,0.02252089888100023,0
204,Trigger product-page assistance for long comparison sessions,8,0.004364439144907094,0
205,Prioritize high-value landing-page optimization,1,1.0,1
205,Schedule seasonal merchandising and promotion windows,2,0.6998769795387291,0
205,Personalize journeys by visitor recency type,3,0.22898943084537846,0
205,Reduce exit friction in product and checkout journeys,4,0.20618424492965962,0
205,Improve first-screen relevance and loading quality,5,0.07295501834145206,0
205,Personalize product discovery depth and recommendations,6,0.06904068308418773,0
205,Streamline account and administrative navigation,7,0.012540747315293437,0
205,Trigger product-page assistance for long comparison sessions,8,0.011248438345792193,0
206,Prioritize high-value landing-page optimization,1,1.0,1
206,Schedule seasonal merchandising and promotion windows,2,0.6840041427553465,0
206,Reduce exit friction in product and checkout journeys,3,0.22181134053196697,0
206,Personalize journeys by visitor recency type,4,0.16765452283839302,0
206,Improve first-screen relevance and loading quality,5,0.08610075213826451,0
206,Personalize product discovery depth and recommendations,6,0.044660413785430016,0
206,Streamline account and administrative navigation,7,0.0434556440281986,0
206,Trigger product-page assistance for long comparison sessions,8,0.0,0
207,Prioritize high-value landing-page optimization,1,1.0,1
207,Schedule seasonal merchandising and promotion windows,2,0.7061873581560029,0
207,Reduce exit friction in product and checkout journeys,3,0.2519545260415345,0
207,Personalize journeys by visitor recency type,4,0.19957774417355742,0
207,Improve first-screen relevance and loading quality,5,0.11791809736833758,0
207,Personalize product discovery depth and recommendations,6,0.060743658201306415,0
207,Streamline account and administrative navigation,7,0.058694624370352305,0
207,Trigger product-page assistance for long comparison sessions,8,0.0,0
208,Prioritize high-value landing-page optimization,1,1.0,1
208,Schedule seasonal merchandising and promotion windows,2,0.6832602743591186,0
208,Reduce exit friction in product and checkout journeys,3,0.20991176093863492,0
208,Personalize journeys by visitor recency type,4,0.17991011844157892,0
208,Improve first-screen relevance and loading quality,5,0.06398706427615401,0
208,Personalize product discovery depth and recommendations,6,0.04963345159372252,0
208,Streamline account and administrative navigation,7,0.01647691164791817,0
208,Trigger product-page assistance for long comparison sessions,8,0.005624522887940885,0
209,Prioritize high-value landing-page optimization,1,1.0,1
209,Schedule seasonal merchandising and promotion windows,2,0.6919111576573123,0
209,Reduce exit friction in product and checkout journeys,3,0.22666324200344598,0
209,Personalize journeys by visitor recency type,4,0.18109786133712316,0
209,Improve first-screen relevance and loading quality,5,0.10163060027834046,0
209,Streamline account and administrative navigation,6,0.056967388335399216,0
209,Personalize product discovery depth and recommendations,7,0.05002641708411829,0
209,Trigger product-page assistance for long comparison sessions,8,0.0,0
210,Prioritize high-value landing-page optimization,1,1.0,1
210,Schedule seasonal merchandising and promotion windows,2,0.6897281904062881,0
210,Reduce exit friction in product and checkout journeys,3,0.22760702968116045,0
210,Personalize journeys by visitor recency type,4,0.20261220079739958,0
210,Improve first-screen relevance and loading quality,5,0.10028162796868834,0
210,Personalize product discovery depth and recommendations,6,0.06356143327216263,0
210,Streamline account and administrative navigation,7,0.04464657393469793,0
210,Trigger product-page assistance for long comparison sessions,8,0.002942674885063531,0
211,Prioritize high-value landing-page optimization,1,1.0,1
211,Schedule seasonal merchandising and promotion windows,2,0.6648665400391249,0
211,Reduce exit friction in product and checkout journeys,3,0.22110648824748771,0
211,Personalize journeys by visitor recency type,4,0.20584659029256103,0
211,Improve first-screen relevance and loading quality,5,0.07869390706005022,0
211,Personalize product discovery depth and recommendations,6,0.07669590856947091,0
211,Streamline account and administrative navigation,7,0.01971919792590394,0
211,Trigger product-page assistance for long comparison sessions,8,0.01209478198270691,0
212,Prioritize high-value landing-page optimization,1,1.0,1
212,Schedule seasonal merchandising and promotion windows,2,0.7031031184961275,0
212,Reduce exit friction in product and checkout journeys,3,0.2417176979029568,0
212,Personalize journeys by visitor recency type,4,0.2166299710615843,0
212,Improve first-screen relevance and loading quality,5,0.11023563229825183,0
212,Personalize product discovery depth and recommendations,6,0.06809622657436672,0
212,Streamline account and administrative navigation,7,0.044858710958836805,0
212,Trigger product-page assistance for long comparison sessions,8,0.0015940031474869843,0
213,Prioritize high-value landing-page optimization,1,1.0,1
213,Schedule seasonal merchandising and promotion windows,2,0.694193752351773,0
213,Reduce exit friction in product and checkout journeys,3,0.22492831732578833,0
213,Personalize journeys by visitor recency type,4,0.1916301270991094,0
213,Improve first-screen relevance and loading quality,5,0.09868388554348236,0
213,Personalize product discovery depth and recommendations,6,0.053837424169092575,0
213,Streamline account and administrative navigation,7,0.04867449822939816,0
213,Trigger product-page assistance for long comparison sessions,8,0.0,0
214,Prioritize high-value landing-page optimization,1,1.0,1
214,Schedule seasonal merchandising and promotion windows,2,0.6970098839019009,0
214,Reduce exit friction in product and checkout journeys,3,0.24469859036642516,0
214,Personalize journeys by visitor recency type,4,0.22137238796099476,0
214,Improve first-screen relevance and loading quality,5,0.1076663046712012,0
214,Personalize product discovery depth and recommendations,6,0.07492580572421902,0
214,Streamline account and administrative navigation,7,0.038309191528506814,0
214,Trigger product-page assistance for long comparison sessions,8,0.004307037520079044,0
215,Prioritize high-value landing-page optimization,1,1.0,1
215,Schedule seasonal merchandising and promotion windows,2,0.6920395540649946,0
215,Reduce exit friction in product and checkout journeys,3,0.21959483947678302,0
215,Personalize journeys by visitor recency type,4,0.187029645644292,0
215,Improve first-screen relevance and loading quality,5,0.08650788408492927,0
215,Personalize product discovery depth and recommendations,6,0.05115650418189458,0
215,Streamline account and administrative navigation,7,0.03758237202286104,0
215,Trigger product-page assistance for long comparison sessions,8,0.00157741279381525,0
216,Prioritize high-value landing-page optimization,1,1.0,1
216,Schedule seasonal merchandising and promotion windows,2,0.6932692667086874,0
216,Reduce exit friction in product and checkout journeys,3,0.2264896010110897,0
216,Personalize journeys by visitor recency type,4,0.20061484558680373,0
216,Improve first-screen relevance and loading quality,5,0.09559080122252528,0
216,Personalize product discovery depth and recommendations,6,0.060405790370114586,0
216,Streamline account and administrative navigation,7,0.04030271333577173,0
216,Trigger product-page assistance for long comparison sessions,8,0.0028643263789550964,0
217,Prioritize high-value landing-page optimization,1,1.0,1
217,Schedule seasonal merchandising and promotion windows,2,0.7120230988873951,0
217,Personalize journeys by visitor recency type,3,0.23951734108812373,0
217,Reduce exit friction in product and checkout journeys,4,0.21651338546755183,0
217,Improve first-screen relevance and loading quality,5,0.0913459538400751,0
217,Personalize product discovery depth and recommendations,6,0.07156245518511069,0
217,Streamline account and administrative navigation,7,0.026546696526408925,0
217,Trigger product-page assistance for long comparison sessions,8,0.00846043368972378,0
218,Prioritize high-value landing-page optimization,1,1.0,1
218,Schedule seasonal merchandising and promotion windows,2,0.6988885377544557,0
218,Reduce exit friction in product and checkout journeys,3,0.2656810928958451,0
218,Personalize journeys by visitor recency type,4,0.21346607040922158,0
218,Improve first-screen relevance and loading quality,5,0.14156030739243416,0
218,Streamline account and administrative navigation,6,0.07600837623340718,0
218,Personalize product discovery depth and recommendations,7,0.07554105245887024,0
218,Trigger product-page assistance for long comparison sessions,8,0.0,0
219,Prioritize high-value landing-page optimization,1,1.0,1
219,Schedule seasonal merchandising and promotion windows,2,0.6852810112439597,0
219,Reduce exit friction in product and checkout journeys,3,0.2087997807998101,0
219,Personalize journeys by visitor recency type,4,0.20534466200337423,0
219,Personalize product discovery depth and recommendations,5,0.063840575273836,0
219,Improve first-screen relevance and loading quality,6,0.0615185740646265,0
219,Trigger product-page assistance for long comparison sessions,7,0.011795965397939747,0
219,Streamline account and administrative navigation,8,0.005285201818981933,0
220,Prioritize high-value landing-page optimization,1,1.0,1
220,Schedule seasonal merchandising and promotion windows,2,0.6909467673507456,0
220,Reduce exit friction in product and checkout journeys,3,0.2366733398964913,0
220,Personalize journeys by visitor recency type,4,0.19716417028770986,0
220,Improve first-screen relevance and loading quality,5,0.122959923445213,0
220,Streamline account and administrative navigation,6,0.0717366102252231,0
220,Personalize product discovery depth and recommendations,7,0.062333735255317525,0
220,Trigger product-page assistance for long comparison sessions,8,0.0,0
221,Prioritize high-value landing-page optimization,1,1.0,1
221,Schedule seasonal merchandising and promotion windows,2,0.6846730295117386,0
221,Reduce exit friction in product and checkout journeys,3,0.22065404162507526,0
221,Personalize journeys by visitor recency type,4,0.19871230990302038,0
221,Improve first-screen relevance and loading quality,5,0.08510643255769956,0
221,Personalize product discovery depth and recommendations,6,0.06275324482052835,0
221,Streamline account and administrative navigation,7,0.030719145382639257,0
221,Trigger product-page assistance for long comparison sessions,8,0.006286258329673895,0
222,Prioritize high-value landing-page optimization,1,1.0,1
222,Schedule seasonal merchandising and promotion windows,2,0.682792827599518,0
222,Reduce exit friction in product and checkout journeys,3,0.23111227631995335,0
222,Personalize journeys by visitor recency type,4,0.1870309104606136,0
222,Improve first-screen relevance and loading quality,5,0.09521364710530149,0
222,Personalize product discovery depth and recommendations,6,0.05883176549657653,0
222,Streamline account and administrative navigation,7,0.04216920345301822,0
222,Trigger product-page assistance for long comparison sessions,8,0.0017473960564472143,0
223,Prioritize high-value landing-page optimization,1,1.0,1
223,Schedule seasonal merchandising and promotion windows,2,0.6630528845708299,0
223,Personalize journeys by visitor recency type,3,0.25807004201484696,0
223,Reduce exit friction in product and checkout journeys,4,0.2374417425610864,0
223,Personalize product discovery depth and recommendations,5,0.13075878042732536,0
223,Trigger product-page assistance for long comparison sessions,6,0.07068784703773384,0
223,Improve first-screen relevance and loading quality,7,0.06868253012916868,0
223,Streamline account and administrative navigation,8,0.0,0
224,Prioritize high-value landing-page optimization,1,1.0,1
224,Schedule seasonal merchandising and promotion windows,2,0.6839895025292638,0
224,Reduce exit friction in product and checkout journeys,3,0.23451932877029683,0
224,Personalize journeys by visitor recency type,4,0.2178075361209401,0
224,Improve first-screen relevance and loading quality,5,0.07946664509281025,0
224,Personalize product discovery depth and recommendations,6,0.0776646308889947,0
224,Trigger product-page assistance for long comparison sessions,7,0.011981252624894087,0
224,Streamline account and administrative navigation,8,0.008818117956612921,0
225,Prioritize high-value landing-page optimization,1,1.0,1
225,Schedule seasonal merchandising and promotion windows,2,0.63721567640283,0
225,Reduce exit friction in product and checkout journeys,3,0.1972839515137661,0
225,Personalize journeys by visitor recency type,4,0.16447091790797644,0
225,Personalize product discovery depth and recommendations,5,0.062140806992251385,0
225,Improve first-screen relevance and loading quality,6,0.040790144858250034,0
225,Trigger product-page assistance for long comparison sessions,7,0.01934087462951652,0
225,Streamline account and administrative navigation,8,0.0013105175929333005,0
226,Prioritize high-value landing-page optimization,1,1.0,1
226,Schedule seasonal merchandising and promotion windows,2,0.6936392617660564,0
226,Reduce exit friction in product and checkout journeys,3,0.21304121565396308,0
226,Personalize journeys by visitor recency type,4,0.21219605214658788,0
226,Improve first-screen relevance and loading quality,5,0.0700649514569178,0
226,Personalize product discovery depth and recommendations,6,0.06462255560816281,0
226,Streamline account and administrative navigation,7,0.010990222874397727,0
226,Trigger product-page assistance for long comparison sessions,8,0.010270359214999334,0
227,Prioritize high-value landing-page optimization,1,1.0,1
227,Schedule seasonal merchandising and promotion windows,2,0.6718550970648955,0
227,Reduce exit friction in product and checkout journeys,3,0.23915754736905984,0
227,Personalize journeys by visitor recency type,4,0.18699515850983728,0
227,Improve first-screen relevance and loading quality,5,0.09414139246138503,0
227,Personalize product discovery depth and recommendations,6,0.06597758311083125,0
227,Streamline account and administrative navigation,7,0.036269968623299266,0
227,Trigger product-page assistance for long comparison sessions,8,0.0032249118871494954,0
228,Prioritize high-value landing-page optimization,1,1.0,1
228,Schedule seasonal merchandising and promotion windows,2,0.7011367761263322,0
228,Reduce exit friction in product and checkout journeys,3,0.22754019761571306,0
228,Personalize journeys by visitor recency type,4,0.1914417617301505,0
228,Improve first-screen relevance and loading quality,5,0.10871916759409006,0
228,Streamline account and administrative navigation,6,0.06186403273276265,0
228,Personalize product discovery depth and recommendations,7,0.051421566650446136,0
228,Trigger product-page assistance for long comparison sessions,8,0.0,0
229,Prioritize high-value landing-page optimization,1,1.0,1
229,Schedule seasonal merchandising and promotion windows,2,0.6595422007743483,0
229,Reduce exit friction in product and checkout journeys,3,0.2131209231749014,0
229,Personalize journeys by visitor recency type,4,0.15988526270793602,0
229,Improve first-screen relevance and loading quality,5,0.058112127135905085,0
229,Personalize product discovery depth and recommendations,6,0.0508772328589426,0
229,Streamline account and administrative navigation,7,0.014541516569922239,0
229,Trigger product-page assistance for long comparison sessions,8,0.006896292763891978,0
230,Prioritize high-value landing-page optimization,1,1.0,1
230,Schedule seasonal merchandising and promotion windows,2,0.6925231588007992,0
230,Reduce exit friction in product and checkout journeys,3,0.24155790796552826,0
230,Personalize journeys by visitor recency type,4,0.22236211922253477,0
230,Improve first-screen relevance and loading quality,5,0.11335605181847624,0
230,Personalize product discovery depth and recommendations,6,0.07692780245885167,0
230,Streamline account and administrative navigation,7,0.046460765976609,0
230,Trigger product-page assistance for long comparison sessions,8,0.004139637907547949,0
231,Prioritize high-value landing-page optimization,1,1.0,1
231,Schedule seasonal merchandising and promotion windows,2,0.7449296786921386,0
231,Reduce exit friction in product and checkout journeys,3,0.24553588890733039,0
231,Personalize journeys by visitor recency type,4,0.24424571491452218,0
231,Improve first-screen relevance and loading quality,5,0.13671912131186814,0
231,Streamline account and administrative navigation,6,0.07159521206170909,0
231,Personalize product discovery depth and recommendations,7,0.06485577390611802,0
231,Trigger product-page assistance for long comparison sessions,8,0.0,0
232,Prioritize high-value landing-page optimization,1,1.0,1
232,Schedule seasonal merchandising and promotion windows,2,0.7582964848336138,0
232,Personalize journeys by visitor recency type,3,0.2976581027504624,0
232,Reduce exit friction in product and checkout journeys,4,0.2505365321286379,0
232,Improve first-screen relevance and loading quality,5,0.16812058428663154,0
232,Personalize product discovery depth and recommendations,6,0.08923038173387264,0
232,Streamline account and administrative navigation,7,0.08659123378007133,0
232,Trigger product-page assistance for long comparison sessions,8,0.0,0
